NormalisedCityPair;DepartureCode;ArrivalCode;Departure_lat;Departure_lon;Arrival_lat;Arrival_lon
Frankfurt - Seoul;ICN;FRA;37.5;126.66;50.05;8.56
Moscow - New York;JFK;DME;47.5;8.57;55.42;37.9
Bombay - Boston;BOM;BOS;51.5;-0.45;42.21;-71
Dubai - Dublin;DXB;DUB;25.3;55.35;53.34;-6.25
Boston - Los Angeles;BOS;LAX;42.2;-71;34.05;-118.24
New York - Roanoke;LGA;ROA;40.8;-73.88;28.55;-81.68
Bombay - Poona;PNQ;BOM;18.6;73.91;19.09;72.86
Lagos - Nairobi;NBO;LOS;-1.3;36.81;6.58;3.32
Chongqing - Shanghai;PVG;CKG;31.1;121.8;29.58;106.5
Newark - Toronto;EWR;YYZ;40.7;-74.18;43.68;-79.61
Albuquerque - Kansas City;MCI;ABQ;32.9;-97.04;35.05;-106.63
Accra - Lusaka;ACC;LUN;-1.3;36.81;-15.33;28.45
New York - New York;JFK;LGA;33.4;-110.87;40.77;-73.88
Monte Carlo - Nice;NCE;MCM;43.7;7.21;43.73;7.42
Paris - Toulouse;TLS;CDG;43.6;1.38;49.01;2.54
Des Moines - Phoenix;DSM;PHX;41.5;-93.65;33.44;-112.03
Madrid - Santiago;SCL;MAD;-33.4;-70.79;40.46;-3.58
Seoul - Zurich;ICN;ZRH;50.1;8.56;47.45;8.57
Albuquerque - San Francisco;SFO;ABQ;37.6;-122.39;35.05;-106.63
Amsterdam - Edinburgh;AMS;EDI;52.3;4.75;55.96;-3.34
New York - Zurich;ZRH;JFK;47.5;8.57;40.64;-73.79
Takamatsu - Tokyo;HND;TAK;35.6;139.75;34.21;134.02
Ankara-esenboga - London;ESB;LHR;41;28.99;51.47;-0.45
Hyderabad - Madras;HYD;MAA;17.5;78.46;13.05;80.23
Kuala Lumpur - Singapore;KUL;SIN;2.8;101.71;1.34;103.98
Mexico City - Miami;MIA;MEX;33.4;-110.87;19.43;-99.16
Bombay - Frankfurt;FRA;BOM;50.1;8.56;19.09;72.86
Mexico City - Paris;CDG;MEX;51.5;-0.45;19.43;-99.16
Frankfurt - San Francisco;SFO;FRA;37.6;-122.39;50.05;8.56
Hilton Head Island - Munich;MUC;HHH;35.2;-80.95;32.23;-80.7
Jacksonville - Philadelphia;PHL;JAX;45.1;-89.01;33.81;-85.76
Helsinki - San Francisco;HEL;SFO;51.5;-0.45;37.61;-122.39
Hong Kong - Melbourne;HKG;MEL;22.3;113.94;-37.67;144.85
Bombay - Jakarta;CGK;BOM;1.3;103.98;19.09;72.86
Toronto - Victoria;YYZ;YYJ;43.7;-79.61;48.64;-123.43
Chicago - West Palm Beach;ORD;PBI;41.6;-98.93;26.69;-80.09
Toronto - Zurich;ZRH;YYZ;50.1;8.56;43.68;-79.61
Isle Of Man - London;IOM;LGW;54.1;-4.63;51.16;-0.16
London - Mauritius;LGW;MRU;51.2;-0.16;-20.43;57.68
Bozeman - New York;BZN;LGA;44.9;-93.2;40.77;-73.88
Santiago - Sao Paulo;SCL;GRU;-33.4;-70.79;-23.42;-46.48
London - Maputo;MPM;LHR;38.8;-9.13;51.47;-0.45
Charlotte - Montgomery;MGM;CLT;32.3;-86.39;35.22;-80.95
El Paso - New York;LGA;ELP;32.9;-97.04;43.28;-75.82
Lebanon - White Plains;LEB;HPN;43.6;-72.31;41.07;-73.7
San Francisco - Seoul;SFO;ICN;37.6;-122.39;37.45;126.66
Amsterdam - Stockholm;ARN;AMS;60.7;15.85;52.31;4.75
Dubai - Istanbul;IST;DXB;41;28.99;25.25;55.35
London - Vienna;LHR;VIE;51.5;-0.45;48.2;16.37
Las Vegas - Miami;LAS;MIA;32;-87.96;33.4;-110.87
Belo Horizonte-confins - New York;JFK;CNF;-23.4;-46.48;-19.63;-43.96
Bangalore - Newark;EWR;BLR;50.1;8.56;12.8;77.65
Kuala Lumpur - Taipei;KUL;TPE;2.8;101.71;25.08;121.24
Johannesburg - London;LHR;JNB;51.5;-0.45;-26.13;28.23
Istanbul - Singapore;IST;SIN;41;28.99;1.34;103.98
Maputo - Tete;MPM;TET;-25.9;32.57;-16.14;33.51
Kuala Lumpur - Singapore;KUL;SIN;2.8;101.71;1.34;103.98
Gran Canaria - Canary Isl - Tenerife ;TCI;LPA;35.7;-6.92;27.94;-15.39
Houston - New York;IAH;LGA;30;-95.34;40.77;-73.88
Los Angeles - Toronto;YYZ;LAX;43.7;-79.61;34.05;-118.24
Ottawa - Toronto;YOW;YYZ;45.3;-75.67;43.68;-79.61
London - Naples;NAP;LGW;40.8;14.25;51.16;-0.16
Durango - Houston;DRO;IAH;39.8;-104.86;29.98;-95.34
Miami - Panama City;MIA;PTY;33.4;-110.87;9.07;-79.38
Dubai - Lahore;LHE;DXB;31.5;74.39;25.25;55.35
Brussels - Frankfurt;BRU;FRA;50.9;4.48;50.05;8.56
Houston - Tokyo;NRT;IAH;35.8;140.39;29.98;-95.34
Frankfurt - Sydney;FRA;SYD;1.3;103.98;-33.92;151.23
Munich - Seoul;ICN;MUC;37.5;126.66;48.34;11.77
Geneva - Riyadh;GVA;RUH;46.2;6.11;24.94;46.71
San Francisco - Tokyo;SFO;NRT;37.6;-122.39;35.75;140.39
Athens - Toronto;YYZ;ATH;50.1;8.56;37.89;23.72
Barcelona - Geneva;GVA;BCN;46.2;6.11;41.3;2.08
Gloucester - Isle Of Man;IOM;GLO;54.1;-4.63;60.72;-1.07
Calgary - Seoul;ICN;YYC;49.2;-123.17;51.13;-114.01
London - Paris;LHR;CDG;51.5;-0.45;49.01;2.54
Bombay - Delhi;DEL;BOM;28.7;77.26;19.09;72.86
Beijing - Chongqing;CKG;PEK;29.6;106.5;40.07;116.58
Gothenburg - Singapore;SIN;GOT;50.1;8.56;59.56;16.49
Bombay - Manchester;BOM;MAN;25.3;55.35;53.37;0.1
Birmingham - Paris;BHX;CDG;52.5;-1.73;49.01;2.54
Boston - Frankfurt;FRA;BOS;50.1;8.56;42.21;-71
Hong Kong - Las Vegas;LAS;HKG;34.1;-118.24;22.32;113.94
Copenhagen - Zurich;CPH;ZRH;55.6;12.64;47.45;8.57
Frankfurt - Rome;FRA;FCO;50.1;8.56;41.9;12.5
Bangalore - Bombay;BLR;BOM;12.8;77.65;19.09;72.86
Milan - Zurich;MXP;ZRH;45.5;9.18;47.45;8.57
Calgary - Frankfurt;YYC;FRA;51.1;-114.01;50.05;8.56
New York - Tokyo;HND;JFK;35.6;139.75;40.64;-73.79
Johannesburg - Prague;PRG;JNB;25.3;55.35;-26.13;28.23
Bangkok - London;BKK;LHR;13.7;100.77;51.47;-0.45
Dar Es Salaam - Johannesburg;JNB;DAR;-26.1;28.23;-6.88;39.2
New York - Vancouver;JFK;YVR;40.6;-73.79;49.19;-123.17
Madrid - Philadelphia;MAD;PHL;40.5;-3.58;45.05;-89.01
Boston - Montreal;YUL;BOS;45.5;-73.75;42.21;-71
Atlanta - Montgomery;ATL;MGM;42.9;-83.53;32.3;-86.39
London - Paris;ORY;LHR;48.7;2.37;51.47;-0.45
London - Mahe Island;LGW;SEZ;25.3;55.35;-4.68;55.52
Newark - Vancouver;EWR;YVR;40.7;-74.18;49.19;-123.17
Hyderabad - Manchester;MAN;HYD;25.3;55.35;17.45;78.46
Brasilia - Sao Paulo;CGH;BSB;-23.6;-46.66;-15.86;-47.91
Mexico City - New York;JFK;MEX;40.6;-73.79;19.43;-99.16
Beijing - Hong Kong;HKG;PEK;22.3;113.94;40.07;116.58
Shanghai - Taipei;PVG;TPE;31.1;121.8;25.08;121.24
Hong Kong - Manila;MNL;HKG;14.5;121.02;22.32;113.94
Frankfurt - Manila;FRA;MNL;13.7;100.77;14.51;121.02
Eldoret - Nairobi;EDL;NBO;0.5;35.28;-1.28;36.81
London - Madrid;LHR;MAD;51.5;-0.45;40.46;-3.58
Hong Kong - Sydney;SYD;HKG;-33.9;151.23;22.32;113.94
Bogota - New York;BOG;JFK;4.7;-74.14;40.64;-73.79
Detroit - Manila;DTW;MNL;35.8;140.39;14.51;121.02
Boston - Detroit;DTW;BOS;37.3;-107.75;42.21;-71
Seoul - Toronto;ICN;YYZ;49.2;-123.17;43.68;-79.61
Rio De Janeiro - Sao Paulo;CGH;SDU;-23.6;-46.66;-22.91;-43.17
London - Singapore;LHR;SIN;51.5;-0.45;1.34;103.98
Dallas - New York;DFW;LGA;32.9;-97.04;40.77;-73.88
Bombay - Newark;BOM;EWR;19.1;72.86;40.69;-74.18
Los Angeles - Phoenix;PHX;LAX;33.4;-112.03;34.05;-118.24
Melbourne - Singapore;MEL;SIN;-37.7;144.85;1.34;103.98
Hong Kong - Houston;IAH;HKG;34.1;-118.24;22.32;113.94
Houston - Los Angeles;LAX;IAH;34.1;-118.24;29.98;-95.34
Cincinnati - New York;CVG;JFK;39.1;-84.66;40.64;-73.79
Frankfurt - Graz;FRA;GRZ;50.1;8.56;47;15.45
Hong Kong - Nairobi;HKG;NBO;22.3;113.94;-1.28;36.81
Delhi - Poona;DEL;PNQ;28.7;77.26;18.58;73.91
Rome - Turin;TRN;FCO;45.1;7.7;41.9;12.5
Hong Kong - Madras;HKG;MAA;22.3;113.94;13.05;80.23
Monterrey - Newark;MTY;EWR;30;-95.34;40.69;-74.18
Charlottesville - Houston;IAH;CHO;35.2;-80.95;37.23;-88.81
Atlanta - Ft. Lauderdale;ATL;FLL;42.9;-83.53;26.07;-80.13
Amsterdam - Madrid;MAD;AMS;40.5;-3.58;52.31;4.75
Oakland - San Diego;OAK;SAN;40.2;-97.9;32.7;-102.18
Dallas - Phoenix;DFW;PHX;32.9;-97.04;33.44;-112.03
Denver - Seattle;DEN;SEA;39.8;-104.86;39.9;-75.59
New York - Port Of Spain;POS;JFK;10.6;-61.34;40.64;-73.79
Boston - Hong Kong;HKG;BOS;37.6;-122.39;42.21;-71
Hong Kong - Tokyo;NRT;HKG;35.8;140.39;22.32;113.94
Doha - Durban;DOH;DUR;-26.1;28.23;-29.96;30.95
Bangkok - Bombay;BKK;BOM;13.7;100.77;19.09;72.86
London - Reykjavik;KEF;LHR;64;-22.61;51.47;-0.45
Cape Town - Johannesburg;JNB;CPT;-26.1;28.23;-33.97;18.59
Houston - Zurich;IAH;ZRH;40.7;-74.18;47.45;8.57
Frankfurt - Paris;FRA;CDG;50.1;8.56;49.01;2.54
Amsterdam - Stockholm;AMS;ARN;52.3;4.75;60.74;15.85
Calgary - London;LHR;YYC;51.5;-0.45;51.13;-114.01
Calgary - Vancouver;YYC;YVR;51.1;-114.01;49.19;-123.17
Seoul - Vancouver;YVR;ICN;49.2;-123.17;37.45;126.66
Amsterdam - Detroit;DTW;AMS;37.3;-107.75;52.31;4.75
Dubai - London;DXB;LHR;25.3;55.35;51.47;-0.45
Houston - New York;LGA;IAH;40.8;-73.88;29.98;-95.34
Los Angeles - Salt Lake City;LAX;SLC;34.1;-118.24;40.76;-111.89
Charlotte - Houston;IAH;CLT;30;-95.34;35.22;-80.95
Dallas - Salt Lake City;SLC;DFW;40.8;-111.89;32.87;-97.04
Chicago - Tokyo;ORD;HND;34.1;-118.24;35.55;139.75
Moscow - Nice;SVO;NCE;56;37.42;43.67;7.21
New York - Newark;LGA;EWR;41.6;-98.93;40.69;-74.18
Calcutta - Dubai;CCU;DXB;22.7;88.44;25.25;55.35
Brussels - New York;BRU;JFK;50.9;4.48;40.64;-73.79
New York - Tokyo;LGA;NRT;43.7;-79.61;35.75;140.39
Chicago - Quebec;ORD;YQB;41.6;-98.93;46.79;-71.38
Houston - Quebec;YQB;IAH;41.6;-98.93;29.98;-95.34
London - Newark;EWR;LHR;40.7;-74.18;51.47;-0.45
London - Riyadh;LHR;RUH;51.5;-0.45;24.94;46.71
Gaborone - Johannesburg;GBE;JNB;-24.6;25.93;-26.13;28.23
Harare - Nairobi;NBO;HRE;-1.3;36.81;-17.92;31.1
Orlando-intl - Philadelphia;PHL;MCO;45.1;-89.01;28.44;-81.31
Amsterdam - Boston;BOS;AMS;42.2;-71;52.31;4.75
Miami - Zurich;ZRH;MIA;47.5;8.57;33.4;-110.87
London - Milan;LCY;LIN;51.5;0.05;45.47;9.18
Perth - Sydney;SYD;PER;-33.9;151.23;-31.94;115.97
Beirut - Doha;DOH;BEY;25.3;51.56;33.82;35.49
Chicago - New Orleans;ORD;MSY;41.6;-98.93;29.98;-90.26
Miami - New Orleans;MSY;MIA;30;-90.26;33.4;-110.87
Bombay - Dubai;BOM;DXB;19.1;72.86;25.25;55.35
San Francisco - Seoul;ICN;SFO;37.5;126.66;37.61;-122.39
Charlotte - White Plains;CLT;HPN;35.2;-80.95;41.07;-73.7
Athens - Larnaca;ATH;LCA;37.9;23.72;34.88;33.63
Amsterdam - Vienna;VIE;AMS;48.2;16.37;52.31;4.75
London - New York;JFK;LHR;40.6;-73.79;51.47;-0.45
Stockholm - Zurich;ZRH;ARN;47.5;8.57;60.74;15.85
Copenhagen - Frankfurt;CPH;FRA;55.6;12.64;50.05;8.56
Madrid - Paris;MAD;CDG;40.5;-3.58;49.01;2.54
London - Lyon;LHR;LYS;51.5;-0.45;43.13;-0.35
Shenzhen - Tsinan;TNA;SZX;36.7;116.97;22.53;113.97
Hong Kong - Singapore;HKG;SIN;22.3;113.94;1.34;103.98
Bogota - Santiago;SCL;BOG;-33.4;-70.79;4.7;-74.14
Bilbao - Santiago De Compostela;SCQ;BIO;42.9;-8.42;43.31;-2.91
New York - Saginaw;LGA;MBS;37.3;-107.75;43.53;-84.09
Gaborone - London;LHR;GBE;-26.1;28.23;-24.56;25.93
Seoul - Tokyo;HND;GMP;35.6;139.75;37.56;126.79
Johannesburg - Windhoek;WDH;JNB;-22.5;17.47;-26.13;28.23
Green Bay - Philadelphia;PHL;GRB;37.3;-107.75;44.49;-88.13
Madras - Rome;FCO;MAA;25.3;55.35;13.05;80.23
Brussels - London;LHR;BRU;51.5;-0.45;50.89;4.48
Geneva - Moscow;GVA;DME;46.2;6.11;55.42;37.9
Beijing - Shenzhen;PEK;SZX;40.1;116.58;22.53;113.97
London - Vilnius;LGW;VNO;56.9;23.98;54.64;25.28
Accra - Gaborone;ACC;GBE;-1.3;36.81;-24.56;25.93
Dubai - Isle Of Man;IOM;DXB;52.5;-1.73;25.25;55.35
Jeddah - Riyadh;RUH;JED;24.9;46.71;21.67;39.15
London - Wellington;LHR;WLG;-37.7;144.85;-41.33;174.81
Guernsey -channel Isl. - Southampton;SOU;GCI;51;-1.36;49.43;-2.6
Amsterdam - Zurich;AMS;ZRH;52.3;4.75;47.45;8.57
Gaborone - Singapore;GBE;SIN;-26.1;28.23;1.34;103.98
Geneva - Zurich;GVA;ZRH;46.2;6.11;47.45;8.57
Montreal - Newark;EWR;YUL;40.7;-74.18;45.46;-73.75
Denver - Oakland;OAK;DEN;40.2;-97.9;39.77;-104.86
Atlanta - Johannesburg;JNB;ATL;-26.1;28.23;42.94;-83.53
Atlanta - Las Vegas;ATL;LAS;42.9;-83.53;32.02;-87.96
Lima - Madrid;MAD;LIM;40.5;-3.58;-12.02;-77.11
Colombo - Dubai;DXB;CMB;25.3;55.35;7.18;79.89
Dallas - Raleigh/durham;DFW;RDU;32.9;-97.04;35.87;-78.79
Copenhagen - Zurich;CPH;ZRH;55.6;12.64;47.45;8.57
Gothenburg - Stockholm;ARN;GOT;60.7;15.85;59.56;16.49
Fresno - Hong Kong;HKG;FAT;34.1;-118.24;32.94;-96.38
Dubai - Jeddah;JED;DXB;21.7;39.15;25.25;55.35
Lima - Sao Paulo;LIM;GRU;-12;-77.11;-23.42;-46.48
Dubai - Shanghai;DXB;PVG;25.3;55.35;31.12;121.8
Cape Town - Dubai;CPT;DXB;-34;18.59;25.25;55.35
Cape Town - Hong Kong;HKG;CPT;-26.1;28.23;-33.97;18.59
Seoul - Shanghai;SHA;GMP;31.2;121.34;37.56;126.79
Frankfurt - Vilnius;VNO;FRA;54.6;25.28;50.05;8.56
Paris - Riyadh;RUH;CDG;24.9;46.71;49.01;2.54
Chicago - Newark;ORD;EWR;41.6;-98.93;40.69;-74.18
London - Rome;FCO;LGW;41.9;12.5;51.16;-0.16
Johannesburg - Maputo;MPM;JNB;-25.9;32.57;-26.13;28.23
Dubai - San Francisco;DXB;SFO;25.3;55.35;37.61;-122.39
Dubai - New York;JFK;DXB;40.6;-73.79;25.25;55.35
Atlanta - Seoul;ATL;ICN;42.9;-83.53;37.45;126.66
Lexington - New York;LEX;LGA;37.3;-107.75;40.77;-73.88
Los Angeles - New York;LAX;JFK;34.1;-118.24;40.64;-73.79
Johannesburg - Singapore;JNB;SIN;-26.1;28.23;1.34;103.98
Frankfurt - Oslo;OSL;FRA;59.9;10.75;50.05;8.56
Oslo - Stockholm;ARN;OSL;55.6;12.64;59.91;10.75
London - Stockholm;ARN;LHR;60.7;15.85;51.47;-0.45
Austin - Dallas;DFW;AUS;32.9;-97.04;30.2;-97.67
New York - Tel Aviv;JFK;TLV;51.5;-0.45;32.01;34.89
Boston - Toronto;YYZ;BOS;43.7;-79.61;42.21;-71
New York - Toronto;LGA;YYZ;40.8;-73.88;43.68;-79.61
Newark - Vail/eagle;EGE;EWR;41.3;-85.28;40.69;-74.18
Isle Of Man - Southampton;SOU;IOM;51;-1.36;54.09;-4.63
Ottawa - Toronto;YYZ;YOW;43.7;-79.61;45.32;-75.67
Frankfurt - Helsinki;HEL;FRA;60.3;24.97;50.05;8.56
